Ensembl Gene ID	UCSC ID
ENSMUSG00000084722	
ENSMUSG00000098780	uc033gsl.1
ENSMUSG00000088261	
ENSMUSG00000088836	
ENSMUSG00000076231	
ENSMUSG00000098884	
ENSMUSG00000065516	
ENSMUSG00000065532	uc008egs.2
ENSMUSG00000076065	uc011ync.1
ENSMUSG00000096222	
ENSMUSG00000088819	
ENSMUSG00000098786	uc033hkt.1
ENSMUSG00000087714	
ENSMUSG00000088280	
ENSMUSG00000076407	
ENSMUSG00000099017	uc033jca.1
ENSMUSG00000065648	
ENSMUSG00000065610	uc012ejq.1
ENSMUSG00000076424	
ENSMUSG00000088883	
ENSMUSG00000098864	
ENSMUSG00000096402	
ENSMUSG00000088822	
ENSMUSG00000077235	
ENSMUSG00000087759	
ENSMUSG00000099092	uc033jcu.1
ENSMUSG00000088293	
ENSMUSG00000065627	
ENSMUSG00000065799	
ENSMUSG00000076453	uc011zoz.1
ENSMUSG00000098868	
ENSMUSG00000096430	
ENSMUSG00000088902	
ENSMUSG00000077250	
ENSMUSG00000088845	
ENSMUSG00000099111	
ENSMUSG00000065657	
ENSMUSG00000087807	
ENSMUSG00000077299	
ENSMUSG00000088344	
ENSMUSG00000070073	uc012hit.1
ENSMUSG00000099015	uc033fuc.1
ENSMUSG00000096829	
ENSMUSG00000077280	
ENSMUSG00000065675	
ENSMUSG00000089245	
ENSMUSG00000099226	uc033jqr.1
ENSMUSG00000088989	
ENSMUSG00000075826	
ENSMUSG00000077344	
ENSMUSG00000087833	
ENSMUSG00000088354	
ENSMUSG00000077327	
ENSMUSG00000065800	
ENSMUSG00000099059	uc033guy.1
ENSMUSG00000098261	
ENSMUSG00000099245	uc033grl.1
ENSMUSG00000077391	
ENSMUSG00000075906	
ENSMUSG00000089608	
ENSMUSG00000077357	
ENSMUSG00000089029	
ENSMUSG00000065865	
ENSMUSG00000087884	
ENSMUSG00000099124	
ENSMUSG00000088369	
ENSMUSG00000099268	
ENSMUSG00000098267	uc033jcg.1
ENSMUSG00000076063	uc011ytu.1
ENSMUSG00000077447	
ENSMUSG00000077369	
ENSMUSG00000089618	
ENSMUSG00000099180	uc033gve.1
ENSMUSG00000070102	uc012dfw.1
ENSMUSG00000087886	
ENSMUSG00000089124	
ENSMUSG00000088509	
ENSMUSG00000099304	
ENSMUSG00000098323	
ENSMUSG00000076129	
ENSMUSG00000077464	
ENSMUSG00000077403	
ENSMUSG00000099273	
ENSMUSG00000077158	
ENSMUSG00000088211	
ENSMUSG00000077480	
ENSMUSG00000070144	uc012cmb.1
ENSMUSG00000089624	
ENSMUSG00000089239	
ENSMUSG00000098327	uc033jkd.1
ENSMUSG00000088546	
ENSMUSG00000099279	uc033fpo.1
ENSMUSG00000064585	
ENSMUSG00000077543	
ENSMUSG00000077257	
ENSMUSG00000077572	
ENSMUSG00000088282	
ENSMUSG00000076240	uc012eev.1
ENSMUSG00000098379	
ENSMUSG00000089310	
ENSMUSG00000099295	
ENSMUSG00000092652	uc029wpv.1
ENSMUSG00000077270	
ENSMUSG00000088602	
ENSMUSG00000064689	
ENSMUSG00000077794	
ENSMUSG00000077649	
ENSMUSG00000098388	uc033jgn.1
ENSMUSG00000088597	
ENSMUSG00000077143	
ENSMUSG00000089324	uc011yqn.1
ENSMUSG00000092677	uc029uua.1
ENSMUSG00000077455	
ENSMUSG00000077769	
ENSMUSG00000064731	
ENSMUSG00000077797	uc011zie.1
ENSMUSG00000088914	
ENSMUSG00000098569	uc033igh.1
ENSMUSG00000064547	
ENSMUSG00000088789	uc011yrk.2
ENSMUSG00000089364	
ENSMUSG00000077174	
ENSMUSG00000077477	
ENSMUSG00000065455	uc011ybs.1
ENSMUSG00000077902	
ENSMUSG00000092697	
ENSMUSG00000077881	uc011ysx.1
ENSMUSG00000064658	
ENSMUSG00000098582	uc033jil.1
ENSMUSG00000088938	
ENSMUSG00000088915	
ENSMUSG00000089476	
ENSMUSG00000077554	
ENSMUSG00000077967	
ENSMUSG00000065692	
ENSMUSG00000077181	
ENSMUSG00000078062	
ENSMUSG00000092731	
ENSMUSG00000098593	uc033jdl.1
ENSMUSG00000065049	
ENSMUSG00000077633	
ENSMUSG00000077980	uc011yto.1
ENSMUSG00000088991	
ENSMUSG00000080518	
ENSMUSG00000088943	
ENSMUSG00000077200	
ENSMUSG00000089480	
ENSMUSG00000065700	
ENSMUSG00000092752	
ENSMUSG00000098694	
ENSMUSG00000077653	
ENSMUSG00000078036	
ENSMUSG00000065080	
ENSMUSG00000080602	
ENSMUSG00000089057	
ENSMUSG00000089045	
ENSMUSG00000077253	
ENSMUSG00000089507	
ENSMUSG00000065853	uc011zkj.1
ENSMUSG00000080334	
ENSMUSG00000065138	
ENSMUSG00000092850	uc012fmj.1
ENSMUSG00000077698	uc012cjm.1
ENSMUSG00000098974	uc012bhe.1
ENSMUSG00000065876	
ENSMUSG00000080610	uc012cea.1
ENSMUSG00000080356	uc011yup.1
ENSMUSG00000089062	
ENSMUSG00000089545	
ENSMUSG00000089080	
ENSMUSG00000077291	
ENSMUSG00000077851	uc012dbs.1
ENSMUSG00000065327	
ENSMUSG00000098995	
ENSMUSG00000092903	
ENSMUSG00000070101	uc011ysq.1
ENSMUSG00000080452	uc012acd.2
ENSMUSG00000080632	
ENSMUSG00000080374	
ENSMUSG00000089590	
ENSMUSG00000089171	
ENSMUSG00000089113	
ENSMUSG00000065347	
ENSMUSG00000077377	
ENSMUSG00000099093	uc033hoj.1
ENSMUSG00000080498	
ENSMUSG00000076030	
ENSMUSG00000092974	
ENSMUSG00000084453	
ENSMUSG00000080515	
ENSMUSG00000065348	
ENSMUSG00000089613	
ENSMUSG00000089206	
ENSMUSG00000089260	uc011xdn.1
ENSMUSG00000099134	uc033ifv.1
ENSMUSG00000077430	
ENSMUSG00000076214	uc012hhc.1
ENSMUSG00000084590	uc011yws.1
ENSMUSG00000084516	uc012cap.1
ENSMUSG00000093009	uc012aqr.1
ENSMUSG00000080547	
ENSMUSG00000065453	uc011yzb.1
ENSMUSG00000089464	
ENSMUSG00000076444	uc012dii.1
ENSMUSG00000089220	
ENSMUSG00000099227	uc033fml.1
ENSMUSG00000092648	
ENSMUSG00000077469	
ENSMUSG00000084596	
ENSMUSG00000084648	
ENSMUSG00000093041	
ENSMUSG00000080678	
ENSMUSG00000070105	uc011ytl.1
ENSMUSG00000077040	
ENSMUSG00000089520	
ENSMUSG00000084610	
ENSMUSG00000099309	uc033jkb.1
ENSMUSG00000092680	uc012djs.1
ENSMUSG00000084514	uc012azb.1
ENSMUSG00000089227	
ENSMUSG00000084663	uc012gpa.1
ENSMUSG00000077549	uc012gkm.1
ENSMUSG00000072900	uc011ysg.1
ENSMUSG00000093061	uc029vit.1
ENSMUSG00000084631	
ENSMUSG00000084519	
ENSMUSG00000077058	
ENSMUSG00000084748	
ENSMUSG00000077586	
ENSMUSG00000092710	
ENSMUSG00000084674	
ENSMUSG00000092765	
ENSMUSG00000084603	
ENSMUSG00000076216	uc012chb.1
ENSMUSG00000089268	uc012dyw.1
ENSMUSG00000077293	
ENSMUSG00000093137	
ENSMUSG00000087722	
ENSMUSG00000064392	
ENSMUSG00000084717	
ENSMUSG00000092738	uc029rto.1
ENSMUSG00000077640	
ENSMUSG00000087726	
ENSMUSG00000092778	
ENSMUSG00000076251	uc012hdz.1
ENSMUSG00000077337	
ENSMUSG00000087741	
ENSMUSG00000089321	
ENSMUSG00000064393	
ENSMUSG00000093152	
ENSMUSG00000084732	
ENSMUSG00000087883	
ENSMUSG00000076304	
ENSMUSG00000092888	
ENSMUSG00000092781	uc011xje.1
ENSMUSG00000080330	
ENSMUSG00000077354	
ENSMUSG00000087806	
ENSMUSG00000087843	
ENSMUSG00000093177	
ENSMUSG00000087911	
ENSMUSG00000089349	
ENSMUSG00000064399	
ENSMUSG00000076950	
ENSMUSG00000092952	uc011xms.1
ENSMUSG00000080487	
ENSMUSG00000092832	uc012btb.1
ENSMUSG00000077356	
ENSMUSG00000087915	
ENSMUSG00000087895	
ENSMUSG00000093191	
ENSMUSG00000088179	
ENSMUSG00000084476	
ENSMUSG00000089373	
ENSMUSG00000077113	
ENSMUSG00000064550	
ENSMUSG00000093176	uc029rnw.1
ENSMUSG00000087942	
ENSMUSG00000092995	uc007ugf.2
ENSMUSG00000077415	
ENSMUSG00000088021	
ENSMUSG00000093303	
ENSMUSG00000088260	
ENSMUSG00000084512	
ENSMUSG00000093342	
ENSMUSG00000064591	
ENSMUSG00000093000	
ENSMUSG00000089452	
ENSMUSG00000077230	
ENSMUSG00000088084	
ENSMUSG00000087966	
ENSMUSG00000077424	
ENSMUSG00000088264	
ENSMUSG00000093782	
ENSMUSG00000084628	
ENSMUSG00000064706	
ENSMUSG00000093039	uc012hqa.1
ENSMUSG00000093373	
ENSMUSG00000088148	uc011ywv.1
ENSMUSG00000077439	
ENSMUSG00000089509	
ENSMUSG00000088093	
ENSMUSG00000077252	
ENSMUSG00000088279	
ENSMUSG00000087785	
ENSMUSG00000093929	
ENSMUSG00000064783	
ENSMUSG00000093571	
ENSMUSG00000093124	
ENSMUSG00000077559	
ENSMUSG00000088158	uc011yoh.1
ENSMUSG00000092644	
ENSMUSG00000088395	
ENSMUSG00000077347	
ENSMUSG00000087960	
ENSMUSG00000088456	
ENSMUSG00000064788	
ENSMUSG00000094251	
ENSMUSG00000077591	
ENSMUSG00000093160	
ENSMUSG00000093710	uc033iij.1
ENSMUSG00000088161	
ENSMUSG00000088102	
ENSMUSG00000088485	
ENSMUSG00000088478	
ENSMUSG00000077367	
ENSMUSG00000064887	
ENSMUSG00000077681	
ENSMUSG00000094290	
ENSMUSG00000093345	
ENSMUSG00000088195	
ENSMUSG00000088522	
ENSMUSG00000088200	
ENSMUSG00000088502	
ENSMUSG00000077488	
ENSMUSG00000064999	
ENSMUSG00000077687	
ENSMUSG00000094389	
ENSMUSG00000088208	
ENSMUSG00000088248	uc012gfn.1
ENSMUSG00000088632	
ENSMUSG00000093734	
ENSMUSG00000065159	
ENSMUSG00000088543	
ENSMUSG00000077830	
ENSMUSG00000077501	
ENSMUSG00000094987	
ENSMUSG00000088391	
ENSMUSG00000088216	
ENSMUSG00000088733	
ENSMUSG00000088651	
ENSMUSG00000093869	
ENSMUSG00000078061	
ENSMUSG00000065476	uc011ztp.1
ENSMUSG00000088436	
ENSMUSG00000095010	
ENSMUSG00000077581	
ENSMUSG00000088240	
ENSMUSG00000088769	
ENSMUSG00000080363	
ENSMUSG00000088862	
ENSMUSG00000088518	
ENSMUSG00000088408	
ENSMUSG00000088792	
ENSMUSG00000065490	uc012dkm.1
ENSMUSG00000093997	
ENSMUSG00000095530	
ENSMUSG00000077604	uc011yhz.1
ENSMUSG00000088951	
ENSMUSG00000088559	uc011wxx.1
ENSMUSG00000088840	
ENSMUSG00000088437	
ENSMUSG00000080413	
ENSMUSG00000065551	uc012fws.1
ENSMUSG00000088954	
ENSMUSG00000094442	
ENSMUSG00000095884	
ENSMUSG00000088570	
ENSMUSG00000077667	
ENSMUSG00000088941	
ENSMUSG00000088480	
ENSMUSG00000080495	
ENSMUSG00000089174	
ENSMUSG00000065694	
ENSMUSG00000094510	
ENSMUSG00000089009	
ENSMUSG00000096041	
ENSMUSG00000088581	
ENSMUSG00000089008	
ENSMUSG00000077728	
ENSMUSG00000084426	
ENSMUSG00000089306	
ENSMUSG00000065820	
ENSMUSG00000089044	
ENSMUSG00000096274	
ENSMUSG00000088615	
ENSMUSG00000089050	
ENSMUSG00000089460	
ENSMUSG00000092862	uc012dbz.1
ENSMUSG00000094847	
ENSMUSG00000084537	
ENSMUSG00000077749	
ENSMUSG00000065892	
ENSMUSG00000096454	
ENSMUSG00000089070	
ENSMUSG00000088626	
ENSMUSG00000089585	
ENSMUSG00000089055	
ENSMUSG00000093051	
ENSMUSG00000065905	
ENSMUSG00000084607	
ENSMUSG00000077804	
ENSMUSG00000094976	
ENSMUSG00000089277	
ENSMUSG00000093070	
ENSMUSG00000088669	
ENSMUSG00000096683	
ENSMUSG00000093242	
ENSMUSG00000076127	uc012hko.1
ENSMUSG00000077807	
ENSMUSG00000087746	
ENSMUSG00000095119	
ENSMUSG00000089111	
ENSMUSG00000088823	
ENSMUSG00000093092	
ENSMUSG00000089395	
ENSMUSG00000093762	
ENSMUSG00000076288	uc012abp.1
ENSMUSG00000077966	
ENSMUSG00000093499	
ENSMUSG00000093169	
ENSMUSG00000098260	
ENSMUSG00000095580	
ENSMUSG00000087813	
ENSMUSG00000089409	
ENSMUSG00000089262	
ENSMUSG00000093823	
ENSMUSG00000088990	
ENSMUSG00000076313	uc011ysh.1
ENSMUSG00000080653	
ENSMUSG00000093822	
ENSMUSG00000093180	
ENSMUSG00000087956	
ENSMUSG00000098300	uc033gyz.1
ENSMUSG00000089365	
ENSMUSG00000089510	
ENSMUSG00000089345	
ENSMUSG00000093277	
ENSMUSG00000084621	
ENSMUSG00000077082	
ENSMUSG00000093959	
ENSMUSG00000095792	
ENSMUSG00000092870	uc011xun.1
ENSMUSG00000093964	
ENSMUSG00000089552	
ENSMUSG00000089352	
ENSMUSG00000093355	uc012dxg.1
ENSMUSG00000092979	
ENSMUSG00000087961	
ENSMUSG00000084671	
ENSMUSG00000093615	uc033jio.1
ENSMUSG00000094131	
ENSMUSG00000089553	
ENSMUSG00000077222	
ENSMUSG00000098366	uc033hhv.1
ENSMUSG00000089359	
ENSMUSG00000095868	
ENSMUSG00000094292	
ENSMUSG00000093083	
ENSMUSG00000087999	
ENSMUSG00000089570	
ENSMUSG00000093834	
ENSMUSG00000084741	
ENSMUSG00000094316	
ENSMUSG00000089369	
ENSMUSG00000077399	
ENSMUSG00000098567	
ENSMUSG00000094650	
ENSMUSG00000093119	
ENSMUSG00000096147	
ENSMUSG00000088016	
ENSMUSG00000089606	
ENSMUSG00000095100	
ENSMUSG00000093900	
ENSMUSG00000089529	
ENSMUSG00000077575	
ENSMUSG00000084749	
ENSMUSG00000093168	
ENSMUSG00000094943	
ENSMUSG00000096280	
ENSMUSG00000088056	
ENSMUSG00000098618	
ENSMUSG00000089617	
ENSMUSG00000093983	
ENSMUSG00000089584	
ENSMUSG00000093228	
ENSMUSG00000095342	
ENSMUSG00000084750	
ENSMUSG00000077744	
ENSMUSG00000095310	
ENSMUSG00000096895	
ENSMUSG00000088114	
ENSMUSG00000098658	uc033fxu.1
ENSMUSG00000092748	
ENSMUSG00000093276	
ENSMUSG00000094059	
ENSMUSG00000089612	
ENSMUSG00000096061	
ENSMUSG00000080556	
ENSMUSG00000087718	
ENSMUSG00000094077	
ENSMUSG00000092932	
ENSMUSG00000092833	
ENSMUSG00000093302	
ENSMUSG00000096124	
ENSMUSG00000087776	
ENSMUSG00000080613	
ENSMUSG00000098308	
ENSMUSG00000098740	
ENSMUSG00000095980	
ENSMUSG00000088145	
ENSMUSG00000094173	uc033izw.1
ENSMUSG00000092949	
ENSMUSG00000092835	
ENSMUSG00000087783	
ENSMUSG00000096212	
ENSMUSG00000084694	
ENSMUSG00000093351	uc011yul.1
ENSMUSG00000094390	
ENSMUSG00000096238	
ENSMUSG00000088203	
ENSMUSG00000098802	uc033ixn.1
ENSMUSG00000098334	uc033iue.1
ENSMUSG00000093081	uc011zhn.1
ENSMUSG00000087991	
ENSMUSG00000093033	
ENSMUSG00000093354	uc009pam.2
ENSMUSG00000084751	uc012arx.1
ENSMUSG00000096214	
ENSMUSG00000094435	
ENSMUSG00000096314	
ENSMUSG00000093323	
ENSMUSG00000088228	
ENSMUSG00000093085	
ENSMUSG00000088239	
ENSMUSG00000093368	
ENSMUSG00000098917	
ENSMUSG00000098339	uc033hes.1
ENSMUSG00000087769	
ENSMUSG00000094548	
ENSMUSG00000096512	uc012bqb.1
ENSMUSG00000096560	
ENSMUSG00000093388	
ENSMUSG00000093349	
ENSMUSG00000093572	
ENSMUSG00000088265	
ENSMUSG00000088299	
ENSMUSG00000087842	
ENSMUSG00000094820	
ENSMUSG00000098998	
ENSMUSG00000098621	
ENSMUSG00000093757	uc033hlg.1
ENSMUSG00000094013	
ENSMUSG00000096634	
ENSMUSG00000093515	uc033flm.1
ENSMUSG00000096633	
ENSMUSG00000088477	
ENSMUSG00000088015	uc011yis.1
ENSMUSG00000095395	
ENSMUSG00000088308	
ENSMUSG00000094481	
ENSMUSG00000094020	
ENSMUSG00000099030	uc033jah.1
ENSMUSG00000098704	uc033gbv.1
ENSMUSG00000096815	
ENSMUSG00000093835	
ENSMUSG00000088545	
ENSMUSG00000096667	
ENSMUSG00000095402	
ENSMUSG00000088017	
ENSMUSG00000094494	
ENSMUSG00000094367	
ENSMUSG00000088313	
ENSMUSG00000098462	uc008gfj.2
ENSMUSG00000099117	
ENSMUSG00000093988	
ENSMUSG00000088730	
ENSMUSG00000098791	
ENSMUSG00000096677	
ENSMUSG00000095501	
ENSMUSG00000094522	
ENSMUSG00000094397	
ENSMUSG00000088060	
ENSMUSG00000088314	
ENSMUSG00000088818	
ENSMUSG00000098481	
ENSMUSG00000094007	
ENSMUSG00000099154	
ENSMUSG00000095059	
ENSMUSG00000095502	
ENSMUSG00000098826	uc033hcg.1
ENSMUSG00000094901	
ENSMUSG00000088064	
ENSMUSG00000098533	uc033itq.1
ENSMUSG00000094095	
ENSMUSG00000095477	
ENSMUSG00000088824	
ENSMUSG00000098482	uc033gzd.1
ENSMUSG00000088339	
ENSMUSG00000095885	
ENSMUSG00000099160	uc033ikl.1
ENSMUSG00000095087	uc007skl.2
ENSMUSG00000088067	
ENSMUSG00000098891	
ENSMUSG00000095529	
ENSMUSG00000098572	
ENSMUSG00000094952	uc011ysj.1
ENSMUSG00000096076	
ENSMUSG00000088895	
ENSMUSG00000095154	uc033izy.1
ENSMUSG00000098648	uc033gsp.1
ENSMUSG00000088393	
ENSMUSG00000099230	
ENSMUSG00000096208	
ENSMUSG00000095220	
ENSMUSG00000096085	
ENSMUSG00000088070	
ENSMUSG00000095182	
ENSMUSG00000098920	
ENSMUSG00000096845	
ENSMUSG00000088901	uc011zwa.1
ENSMUSG00000098625	uc033guq.1
ENSMUSG00000095243	
ENSMUSG00000096287	
ENSMUSG00000098691	
ENSMUSG00000088412	
ENSMUSG00000095289	
ENSMUSG00000099244	
ENSMUSG00000098518	
ENSMUSG00000088073	
ENSMUSG00000095340	uc012bpm.1
ENSMUSG00000096835	
ENSMUSG00000095418	
ENSMUSG00000098623	uc033ish.1
ENSMUSG00000098932	uc033fqr.1
ENSMUSG00000098249	
ENSMUSG00000095604	
ENSMUSG00000088925	
ENSMUSG00000098660	uc033hmu.1
ENSMUSG00000098878	
ENSMUSG00000095939	
ENSMUSG00000098730	uc033hkw.1
ENSMUSG00000088490	
ENSMUSG00000095727	
ENSMUSG00000088098	
ENSMUSG00000098381	uc033hyn.1
ENSMUSG00000098793	
ENSMUSG00000096196	
ENSMUSG00000099169	uc033iad.1
ENSMUSG00000064422	
ENSMUSG00000098687	uc033inv.1
ENSMUSG00000095744	
ENSMUSG00000089000	
ENSMUSG00000099184	uc033hnd.1
ENSMUSG00000098504	
ENSMUSG00000088555	
ENSMUSG00000098946	
ENSMUSG00000096377	uc029uqe.1
ENSMUSG00000095752	
ENSMUSG00000088103	
ENSMUSG00000098536	
ENSMUSG00000099240	
ENSMUSG00000098743	
ENSMUSG00000064497	
ENSMUSG00000089133	
ENSMUSG00000096782	
ENSMUSG00000098952	uc033hkr.1
ENSMUSG00000088604	
ENSMUSG00000096136	
ENSMUSG00000088116	
ENSMUSG00000064877	
ENSMUSG00000089177	
ENSMUSG00000098710	uc033jga.1
ENSMUSG00000098788	
ENSMUSG00000064530	
ENSMUSG00000099022	
ENSMUSG00000098268	
ENSMUSG00000088638	
ENSMUSG00000096186	
ENSMUSG00000088131	
ENSMUSG00000064899	
ENSMUSG00000089191	
ENSMUSG00000098776	
ENSMUSG00000064511	
ENSMUSG00000098817	uc033fqj.1
ENSMUSG00000064739	
ENSMUSG00000099118	uc033hkm.1
ENSMUSG00000096191	
ENSMUSG00000098331	uc033jgk.1
ENSMUSG00000088738	
ENSMUSG00000088229	
ENSMUSG00000089223	
ENSMUSG00000098882	uc033gvs.1
ENSMUSG00000065040	
ENSMUSG00000098840	uc033fyv.1
ENSMUSG00000096441	
ENSMUSG00000099166	
ENSMUSG00000064859	
ENSMUSG00000088237	
ENSMUSG00000088791	
ENSMUSG00000098651	uc033hoi.1
ENSMUSG00000064777	
ENSMUSG00000099088	
ENSMUSG00000089253	
ENSMUSG00000065074	
ENSMUSG00000096694	
ENSMUSG00000098722	
ENSMUSG00000099267	uc033gvd.1
ENSMUSG00000088266	
ENSMUSG00000098886	uc033jkw.1
ENSMUSG00000099091	uc033hrd.1
ENSMUSG00000088939	
ENSMUSG00000064970	
ENSMUSG00000089258	
ENSMUSG00000098303	
ENSMUSG00000064880	
ENSMUSG00000098938	uc033gvv.1
ENSMUSG00000088302	
ENSMUSG00000098848	
ENSMUSG00000065127	
ENSMUSG00000088957	
ENSMUSG00000099219	
ENSMUSG00000098405	
ENSMUSG00000089261	
ENSMUSG00000064971	
ENSMUSG00000064492	
ENSMUSG00000088333	
ENSMUSG00000065203	
ENSMUSG00000098948	uc029rkg.1
ENSMUSG00000098860	
ENSMUSG00000089048	
ENSMUSG00000065322	
ENSMUSG00000099284	uc033ilc.1
ENSMUSG00000089269	
ENSMUSG00000098553	uc033iyi.1
ENSMUSG00000064567	
ENSMUSG00000088444	
ENSMUSG00000065160	
ENSMUSG00000065238	
ENSMUSG00000098918	uc033hyr.1
ENSMUSG00000089250	
ENSMUSG00000099070	uc033iev.1
ENSMUSG00000099318	
ENSMUSG00000098568	uc033hio.1
ENSMUSG00000065454	uc012cmf.1
ENSMUSG00000089410	
ENSMUSG00000064601	
ENSMUSG00000088465	
ENSMUSG00000099011	
ENSMUSG00000098859	
ENSMUSG00000099331	uc033ful.1
ENSMUSG00000065424	uc011zch.1
ENSMUSG00000064743	
ENSMUSG00000099099	
ENSMUSG00000065314	
ENSMUSG00000089307	
ENSMUSG00000089512	
ENSMUSG00000065629	
ENSMUSG00000088565	
ENSMUSG00000099024	
ENSMUSG00000098863	uc033gai.1
ENSMUSG00000065436	
ENSMUSG00000064954	
ENSMUSG00000089531	
ENSMUSG00000089385	
ENSMUSG00000065435	uc011wrv.1
ENSMUSG00000064543	
ENSMUSG00000065684	
ENSMUSG00000099109	uc033fxm.1
ENSMUSG00000098890	uc033hsv.1
ENSMUSG00000088721	
ENSMUSG00000065444	uc012ghe.1
ENSMUSG00000092647	
ENSMUSG00000065013	
ENSMUSG00000064403	
ENSMUSG00000089398	
ENSMUSG00000064762	
ENSMUSG00000099202	uc033ife.1
ENSMUSG00000065475	uc011zav.1
ENSMUSG00000099144	
ENSMUSG00000065698	
ENSMUSG00000092746	
ENSMUSG00000088758	
ENSMUSG00000065482	uc012cxi.1
ENSMUSG00000065198	
ENSMUSG00000064429	
ENSMUSG00000099206	
ENSMUSG00000089501	
ENSMUSG00000065041	
ENSMUSG00000092848	
ENSMUSG00000065484	uc012bym.1
ENSMUSG00000065738	
ENSMUSG00000088763	
ENSMUSG00000065553	uc011xtb.1
ENSMUSG00000065204	
ENSMUSG00000099214	uc033gxs.1
ENSMUSG00000065228	
ENSMUSG00000064579	
ENSMUSG00000064486	
ENSMUSG00000092660	
ENSMUSG00000065555	uc012apr.1
ENSMUSG00000099320	
ENSMUSG00000065239	
ENSMUSG00000093021	
ENSMUSG00000065304	
ENSMUSG00000064616	
ENSMUSG00000065751	
ENSMUSG00000099330	uc033izb.1
ENSMUSG00000065767	
ENSMUSG00000088829	
ENSMUSG00000065273	
ENSMUSG00000065565	uc007cve.2
ENSMUSG00000065378	
ENSMUSG00000064685	
ENSMUSG00000093079	
ENSMUSG00000092805	
ENSMUSG00000064626	
ENSMUSG00000099332	
ENSMUSG00000065845	
ENSMUSG00000070071	uc012hiy.1
ENSMUSG00000088929	
ENSMUSG00000065303	
ENSMUSG00000065428	uc011ytx.1
ENSMUSG00000065611	uc012ghd.1
ENSMUSG00000093215	uc012fus.1
ENSMUSG00000092889	
ENSMUSG00000064688	
ENSMUSG00000064858	uc012bso.2
ENSMUSG00000070214	
ENSMUSG00000065937	
ENSMUSG00000065431	uc012czz.1
ENSMUSG00000065456	uc012hhi.1
ENSMUSG00000093319	
ENSMUSG00000092906	
ENSMUSG00000064410	
ENSMUSG00000089061	
ENSMUSG00000065647	
ENSMUSG00000064768	
ENSMUSG00000064909	
ENSMUSG00000070249	
ENSMUSG00000065477	uc011ysz.1
ENSMUSG00000070130	uc012gji.1
ENSMUSG00000065727	
ENSMUSG00000093956	
ENSMUSG00000093170	
ENSMUSG00000064582	
ENSMUSG00000089155	
ENSMUSG00000065911	
ENSMUSG00000065530	uc012ahd.1
ENSMUSG00000064769	
ENSMUSG00000076120	uc012coe.1
ENSMUSG00000065729	
ENSMUSG00000065132	
ENSMUSG00000093256	
ENSMUSG00000075952	
ENSMUSG00000089178	
ENSMUSG00000094183	
ENSMUSG00000064686	
ENSMUSG00000065591	
ENSMUSG00000065945	
ENSMUSG00000065768	
ENSMUSG00000065173	
ENSMUSG00000093359	
ENSMUSG00000064805	
ENSMUSG00000076122	uc012hho.1
ENSMUSG00000089185	
ENSMUSG00000094508	
ENSMUSG00000065594	uc012bkw.1
ENSMUSG00000064687	
ENSMUSG00000076270	
ENSMUSG00000065881	
ENSMUSG00000072837	uc011xpk.1
ENSMUSG00000093897	
ENSMUSG00000065176	uc011zxb.1
ENSMUSG00000089214	uc011xlp.1
ENSMUSG00000064836	
ENSMUSG00000076199	
ENSMUSG00000094515	
ENSMUSG00000076042	uc012geh.1
ENSMUSG00000065623	
ENSMUSG00000077095	
ENSMUSG00000064734	
ENSMUSG00000076255	uc012csk.1
ENSMUSG00000094158	
ENSMUSG00000065330	
ENSMUSG00000089267	
ENSMUSG00000076450	uc011xuh.1
ENSMUSG00000094642	
ENSMUSG00000064845	
ENSMUSG00000076222	uc012bqn.2
ENSMUSG00000064972	
ENSMUSG00000077166	
ENSMUSG00000094306	
ENSMUSG00000065667	
ENSMUSG00000077150	
ENSMUSG00000089292	
ENSMUSG00000065406	uc011xpd.1
ENSMUSG00000076300	
ENSMUSG00000094771	
ENSMUSG00000064872	
ENSMUSG00000076252	uc012cxh.1
ENSMUSG00000065100	
ENSMUSG00000065828	
ENSMUSG00000077177	
ENSMUSG00000094377	
ENSMUSG00000065462	uc012esn.1
ENSMUSG00000077201	
ENSMUSG00000094842	
ENSMUSG00000089297	
ENSMUSG00000076303	
ENSMUSG00000065521	uc012cku.1
ENSMUSG00000065122	
ENSMUSG00000065862	
ENSMUSG00000076305	
ENSMUSG00000077209	
ENSMUSG00000089371	uc011ylq.1
ENSMUSG00000094667	
ENSMUSG00000065479	uc012alc.1
ENSMUSG00000095151	
ENSMUSG00000077256	
ENSMUSG00000076315	uc012fbd.1
ENSMUSG00000065904	
ENSMUSG00000077217	
ENSMUSG00000065165	
ENSMUSG00000065561	uc011yuj.1
ENSMUSG00000077039	
ENSMUSG00000094702	
ENSMUSG00000065483	uc012ghc.1
ENSMUSG00000089389	
ENSMUSG00000095216	
ENSMUSG00000077258	
ENSMUSG00000076946	uc011zel.1
ENSMUSG00000076014	uc012bqm.1
ENSMUSG00000077231	
ENSMUSG00000065389	
ENSMUSG00000065577	uc011ytf.1
ENSMUSG00000094972	
ENSMUSG00000065606	uc012cql.1
ENSMUSG00000077155	
ENSMUSG00000089497	
ENSMUSG00000095382	
ENSMUSG00000077273	
ENSMUSG00000077380	
ENSMUSG00000065441	uc012hbt.1
ENSMUSG00000076121	uc011zol.1
ENSMUSG00000076952	
ENSMUSG00000095389	
ENSMUSG00000065752	
ENSMUSG00000070072	uc007pax.2
ENSMUSG00000089530	
ENSMUSG00000077387	
